timestamp,building,floor,room,equipment,power_kw,energy_kwh
2026-09-07 01:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-07 01:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-07 01:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-07 01:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.399,4.399
2026-09-07 01:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-07 01:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-07 01:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02
2026-09-07 01:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-07 01:26:48,Research Wing,Ground,Server Room,Server Units,4.694,4.694
2026-09-07 02:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-07 02:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08
2026-09-07 02:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-07 02:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015
2026-09-07 02:26:48,Main Block,Ground,Lab 101,Server Units,4.363,4.363
2026-09-07 02:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-07 02:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08
2026-09-07 02:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-07 02:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015
2026-09-07 02:26:48,Main Block,First,Computer Lab 201,Server Units,4.946,4.946
2026-09-07 02:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25
2026-09-07 02:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-07 02:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-07 02:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-07 02:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.098,4.098
2026-09-07 02:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-07 02:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-07 02:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02
2026-09-07 02:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-07 02:26:48,Research Wing,Ground,Server Room,Server Units,4.802,4.802
2026-09-07 03:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-07 03:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08
2026-09-07 03:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-07 03:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015
2026-09-07 03:26:48,Main Block,Ground,Lab 101,Server Units,4.855,4.855
2026-09-07 03:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-07 03:26:48,Main Block,First,Computer Lab 201,Computers,0.24,0.24
2026-09-07 03:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-07 03:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015
2026-09-07 03:26:48,Main Block,First,Computer Lab 201,Server Units,4.141,4.141
2026-09-07 03:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25
2026-09-07 03:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-07 03:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-07 03:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-07 03:26:48,Research Wing,Ground,AI Research Lab,Server Units,3.998,3.998
2026-09-07 03:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-07 03:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-07 03:26:48,Research Wing,Ground,Server Room,Lights,0.06,0.06
2026-09-07 03:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-07 03:26:48,Research Wing,Ground,Server Room,Server Units,4.048,4.048
2026-09-07 04:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-07 04:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08
2026-09-07 04:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-07 04:26:48,Main Block,Ground,Lab 101,Fans,0.045,0.045
2026-09-07 04:26:48,Main Block,Ground,Lab 101,Server Units,4.608,4.608
2026-09-07 04:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-07 04:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08
2026-09-07 04:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-07 04:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015
2026-09-07 04:26:48,Main Block,First,Computer Lab 201,Server Units,4.389,4.389
2026-09-07 04:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25
2026-09-07 04:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-07 04:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-07 04:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-07 04:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.924,4.924
2026-09-07 04:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-07 04:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-07 04:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02
2026-09-07 04:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-07 04:26:48,Research Wing,Ground,Server Room,Server Units,3.866,3.866
2026-09-07 05:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-07 05:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08
2026-09-07 05:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-07 05:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015
2026-09-07 05:26:48,Main Block,Ground,Lab 101,Server Units,5.013,5.013
2026-09-07 05:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-07 05:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08
2026-09-07 05:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-07 05:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015
2026-09-07 05:26:48,Main Block,First,Computer Lab 201,Server Units,4.711,4.711
2026-09-07 05:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25
2026-09-07 05:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-07 05:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-07 05:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-07 05:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.512,4.512
2026-09-07 05:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-07 05:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-07 05:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02
2026-09-07 05:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-07 05:26:48,Research Wing,Ground,Server Room,Server Units,5.013,5.013
2026-09-07 06:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-07 06:26:48,Main Block,Ground,Lab 101,Computers,0.08,0.08
2026-09-07 06:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-07 06:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015
2026-09-07 06:26:48,Main Block,Ground,Lab 101,Server Units,4.646,4.646
2026-09-07 06:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-07 06:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08
2026-09-07 06:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-07 06:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015
2026-09-07 06:26:48,Main Block,First,Computer Lab 201,Server Units,3.86,3.86
2026-09-07 06:26:48,Research Wing,Ground,AI Research Lab,AC,0.25,0.25
2026-09-07 06:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-07 06:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-07 06:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-07 06:26:48,Research Wing,Ground,AI Research Lab,Server Units,5.048,5.048
2026-09-07 06:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-07 06:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-07 06:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02
2026-09-07 06:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-07 06:26:48,Research Wing,Ground,Server Room,Server Units,4.35,4.35
2026-09-07 07:26:48,Main Block,Ground,Lab 101,AC,0.25,0.25
2026-09-07 07:26:48,Main Block,Ground,Lab 101,Computers,0.24,0.24
2026-09-07 07:26:48,Main Block,Ground,Lab 101,Lights,0.02,0.02
2026-09-07 07:26:48,Main Block,Ground,Lab 101,Fans,0.015,0.015
2026-09-07 07:26:48,Main Block,Ground,Lab 101,Server Units,3.913,3.913
2026-09-07 07:26:48,Main Block,First,Computer Lab 201,AC,0.25,0.25
2026-09-07 07:26:48,Main Block,First,Computer Lab 201,Computers,0.08,0.08
2026-09-07 07:26:48,Main Block,First,Computer Lab 201,Lights,0.02,0.02
2026-09-07 07:26:48,Main Block,First,Computer Lab 201,Fans,0.015,0.015
2026-09-07 07:26:48,Main Block,First,Computer Lab 201,Server Units,4.082,4.082
2026-09-07 07:26:48,Research Wing,Ground,AI Research Lab,AC,0.75,0.75
2026-09-07 07:26:48,Research Wing,Ground,AI Research Lab,Computers,0.08,0.08
2026-09-07 07:26:48,Research Wing,Ground,AI Research Lab,Lights,0.02,0.02
2026-09-07 07:26:48,Research Wing,Ground,AI Research Lab,Fans,0.015,0.015
2026-09-07 07:26:48,Research Wing,Ground,AI Research Lab,Server Units,3.91,3.91
2026-09-07 07:26:48,Research Wing,Ground,Server Room,AC,0.25,0.25
2026-09-07 07:26:48,Research Wing,Ground,Server Room,Computers,0.08,0.08
2026-09-07 07:26:48,Research Wing,Ground,Server Room,Lights,0.02,0.02
2026-09-07 07:26:48,Research Wing,Ground,Server Room,Fans,0.015,0.015
2026-09-07 07:26:48,Research Wing,Ground,Server Room,Server Units,3.962,3.962
2026-09-07 08:26:48,Main Block,Ground,Lab 101,AC,4.934,4.934
2026-09-07 08:26:48,Main Block,Ground,Lab 101,Computers,1.718,1.718
2026-09-07 08:26:48,Main Block,Ground,Lab 101,Lights,0.271,0.271
2026-09-07 08:26:48,Main Block,Ground,Lab 101,Fans,0.177,0.177
2026-09-07 08:26:48,Main Block,Ground,Lab 101,Server Units,4.906,4.906
2026-09-07 08:26:48,Main Block,First,Computer Lab 201,AC,4.661,4.661
2026-09-07 08:26:48,Main Block,First,Computer Lab 201,Computers,1.877,1.877
2026-09-07 08:26:48,Main Block,First,Computer Lab 201,Lights,0.305,0.305
2026-09-07 08:26:48,Main Block,First,Computer Lab 201,Fans,0.182,0.182
2026-09-07 08:26:48,Main Block,First,Computer Lab 201,Server Units,4.003,4.003
2026-09-07 08:26:48,Research Wing,Ground,AI Research Lab,AC,4.535,4.535
2026-09-07 08:26:48,Research Wing,Ground,AI Research Lab,Computers,2.181,2.181
2026-09-07 08:26:48,Research Wing,Ground,AI Research Lab,Lights,0.344,0.344
2026-09-07 08:26:48,Research Wing,Ground,AI Research Lab,Fans,0.187,0.187
2026-09-07 08:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.38,4.38
2026-09-07 08:26:48,Research Wing,Ground,Server Room,AC,4.503,4.503
2026-09-07 08:26:48,Research Wing,Ground,Server Room,Computers,1.808,1.808
2026-09-07 08:26:48,Research Wing,Ground,Server Room,Lights,0.275,0.275
2026-09-07 08:26:48,Research Wing,Ground,Server Room,Fans,0.211,0.211
2026-09-07 08:26:48,Research Wing,Ground,Server Room,Server Units,5.049,5.049
2026-09-07 09:26:48,Main Block,Ground,Lab 101,AC,4.86,4.86
2026-09-07 09:26:48,Main Block,Ground,Lab 101,Computers,2.284,2.284
2026-09-07 09:26:48,Main Block,Ground,Lab 101,Lights,0.314,0.314
2026-09-07 09:26:48,Main Block,Ground,Lab 101,Fans,0.214,0.214
2026-09-07 09:26:48,Main Block,Ground,Lab 101,Server Units,3.814,3.814
2026-09-07 09:26:48,Main Block,First,Computer Lab 201,AC,4.121,4.121
2026-09-07 09:26:48,Main Block,First,Computer Lab 201,Computers,2.178,2.178
2026-09-07 09:26:48,Main Block,First,Computer Lab 201,Lights,0.331,0.331
2026-09-07 09:26:48,Main Block,First,Computer Lab 201,Fans,0.176,0.176
2026-09-07 09:26:48,Main Block,First,Computer Lab 201,Server Units,4.804,4.804
2026-09-07 09:26:48,Research Wing,Ground,AI Research Lab,AC,5.059,5.059
2026-09-07 09:26:48,Research Wing,Ground,AI Research Lab,Computers,2.12,2.12
2026-09-07 09:26:48,Research Wing,Ground,AI Research Lab,Lights,0.306,0.306
2026-09-07 09:26:48,Research Wing,Ground,AI Research Lab,Fans,0.177,0.177
2026-09-07 09:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.904,4.904
2026-09-07 09:26:48,Research Wing,Ground,Server Room,AC,4.242,4.242
2026-09-07 09:26:48,Research Wing,Ground,Server Room,Computers,1.754,1.754
2026-09-07 09:26:48,Research Wing,Ground,Server Room,Lights,0.275,0.275
2026-09-07 09:26:48,Research Wing,Ground,Server Room,Fans,0.166,0.166
2026-09-07 09:26:48,Research Wing,Ground,Server Room,Server Units,4.006,4.006
2026-09-07 10:26:48,Main Block,Ground,Lab 101,AC,4.793,4.793
2026-09-07 10:26:48,Main Block,Ground,Lab 101,Computers,2.207,2.207
2026-09-07 10:26:48,Main Block,Ground,Lab 101,Lights,0.257,0.257
2026-09-07 10:26:48,Main Block,Ground,Lab 101,Fans,0.219,0.219
2026-09-07 10:26:48,Main Block,Ground,Lab 101,Server Units,4.857,4.857
2026-09-07 10:26:48,Main Block,First,Computer Lab 201,AC,5.122,5.122
2026-09-07 10:26:48,Main Block,First,Computer Lab 201,Computers,2.265,2.265
2026-09-07 10:26:48,Main Block,First,Computer Lab 201,Lights,0.264,0.264
2026-09-07 10:26:48,Main Block,First,Computer Lab 201,Fans,0.174,0.174
2026-09-07 10:26:48,Main Block,First,Computer Lab 201,Server Units,4.992,4.992
2026-09-07 10:26:48,Research Wing,Ground,AI Research Lab,AC,5.122,5.122
2026-09-07 10:26:48,Research Wing,Ground,AI Research Lab,Computers,1.805,1.805
2026-09-07 10:26:48,Research Wing,Ground,AI Research Lab,Lights,0.317,0.317
2026-09-07 10:26:48,Research Wing,Ground,AI Research Lab,Fans,0.212,0.212
2026-09-07 10:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.517,4.517
2026-09-07 10:26:48,Research Wing,Ground,Server Room,AC,4.239,4.239
2026-09-07 10:26:48,Research Wing,Ground,Server Room,Computers,1.776,1.776
2026-09-07 10:26:48,Research Wing,Ground,Server Room,Lights,0.34,0.34
2026-09-07 10:26:48,Research Wing,Ground,Server Room,Fans,0.189,0.189
2026-09-07 10:26:48,Research Wing,Ground,Server Room,Server Units,5.014,5.014
2026-09-07 11:26:48,Main Block,Ground,Lab 101,AC,4.638,4.638
2026-09-07 11:26:48,Main Block,Ground,Lab 101,Computers,2.281,2.281
2026-09-07 11:26:48,Main Block,Ground,Lab 101,Lights,0.306,0.306
2026-09-07 11:26:48,Main Block,Ground,Lab 101,Fans,0.174,0.174
2026-09-07 11:26:48,Main Block,Ground,Lab 101,Server Units,4.054,4.054
2026-09-07 11:26:48,Main Block,First,Computer Lab 201,AC,4.052,4.052
2026-09-07 11:26:48,Main Block,First,Computer Lab 201,Computers,1.753,1.753
2026-09-07 11:26:48,Main Block,First,Computer Lab 201,Lights,0.313,0.313
2026-09-07 11:26:48,Main Block,First,Computer Lab 201,Fans,0.192,0.192
2026-09-07 11:26:48,Main Block,First,Computer Lab 201,Server Units,4.069,4.069
2026-09-07 11:26:48,Research Wing,Ground,AI Research Lab,AC,4.171,4.171
2026-09-07 11:26:48,Research Wing,Ground,AI Research Lab,Computers,1.701,1.701
2026-09-07 11:26:48,Research Wing,Ground,AI Research Lab,Lights,0.321,0.321
2026-09-07 11:26:48,Research Wing,Ground,AI Research Lab,Fans,0.217,0.217
2026-09-07 11:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.24,4.24
2026-09-07 11:26:48,Research Wing,Ground,Server Room,AC,3.962,3.962
2026-09-07 11:26:48,Research Wing,Ground,Server Room,Computers,2.218,2.218
2026-09-07 11:26:48,Research Wing,Ground,Server Room,Lights,0.317,0.317
2026-09-07 11:26:48,Research Wing,Ground,Server Room,Fans,0.17,0.17
2026-09-07 11:26:48,Research Wing,Ground,Server Room,Server Units,4.129,4.129
2026-09-07 12:26:48,Main Block,Ground,Lab 101,AC,5.11,5.11
2026-09-07 12:26:48,Main Block,Ground,Lab 101,Computers,1.802,1.802
2026-09-07 12:26:48,Main Block,Ground,Lab 101,Lights,0.321,0.321
2026-09-07 12:26:48,Main Block,Ground,Lab 101,Fans,0.218,0.218
2026-09-07 12:26:48,Main Block,Ground,Lab 101,Server Units,4.524,4.524
2026-09-07 12:26:48,Main Block,First,Computer Lab 201,AC,4.477,4.477
2026-09-07 12:26:48,Main Block,First,Computer Lab 201,Computers,2.265,2.265
2026-09-07 12:26:48,Main Block,First,Computer Lab 201,Lights,0.335,0.335
2026-09-07 12:26:48,Main Block,First,Computer Lab 201,Fans,0.172,0.172
2026-09-07 12:26:48,Main Block,First,Computer Lab 201,Server Units,3.991,3.991
2026-09-07 12:26:48,Research Wing,Ground,AI Research Lab,AC,4.8,4.8
2026-09-07 12:26:48,Research Wing,Ground,AI Research Lab,Computers,1.859,1.859
2026-09-07 12:26:48,Research Wing,Ground,AI Research Lab,Lights,0.276,0.276
2026-09-07 12:26:48,Research Wing,Ground,AI Research Lab,Fans,0.199,0.199
2026-09-07 12:26:48,Research Wing,Ground,AI Research Lab,Server Units,3.943,3.943
2026-09-07 12:26:48,Research Wing,Ground,Server Room,AC,4.402,4.402
2026-09-07 12:26:48,Research Wing,Ground,Server Room,Computers,2.097,2.097
2026-09-07 12:26:48,Research Wing,Ground,Server Room,Lights,0.273,0.273
2026-09-07 12:26:48,Research Wing,Ground,Server Room,Fans,0.176,0.176
2026-09-07 12:26:48,Research Wing,Ground,Server Room,Server Units,3.848,3.848
2026-09-07 13:26:48,Main Block,Ground,Lab 101,AC,4.241,4.241
2026-09-07 13:26:48,Main Block,Ground,Lab 101,Computers,1.993,1.993
2026-09-07 13:26:48,Main Block,Ground,Lab 101,Lights,0.263,0.263
2026-09-07 13:26:48,Main Block,Ground,Lab 101,Fans,0.177,0.177
2026-09-07 13:26:48,Main Block,Ground,Lab 101,Server Units,4.228,4.228
2026-09-07 13:26:48,Main Block,First,Computer Lab 201,AC,4.18,4.18
2026-09-07 13:26:48,Main Block,First,Computer Lab 201,Computers,1.836,1.836
2026-09-07 13:26:48,Main Block,First,Computer Lab 201,Lights,0.261,0.261
2026-09-07 13:26:48,Main Block,First,Computer Lab 201,Fans,0.205,0.205
2026-09-07 13:26:48,Main Block,First,Computer Lab 201,Server Units,4.194,4.194
2026-09-07 13:26:48,Research Wing,Ground,AI Research Lab,AC,5.135,5.135
2026-09-07 13:26:48,Research Wing,Ground,AI Research Lab,Computers,2.032,2.032
2026-09-07 13:26:48,Research Wing,Ground,AI Research Lab,Lights,0.329,0.329
2026-09-07 13:26:48,Research Wing,Ground,AI Research Lab,Fans,0.197,0.197
2026-09-07 13:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.367,4.367
2026-09-07 13:26:48,Research Wing,Ground,Server Room,AC,4.468,4.468
2026-09-07 13:26:48,Research Wing,Ground,Server Room,Computers,2.242,2.242
2026-09-07 13:26:48,Research Wing,Ground,Server Room,Lights,0.3,0.3
2026-09-07 13:26:48,Research Wing,Ground,Server Room,Fans,0.213,0.213
2026-09-07 13:26:48,Research Wing,Ground,Server Room,Server Units,4.559,4.559
2026-09-07 14:26:48,Main Block,Ground,Lab 101,AC,4.847,4.847
2026-09-07 14:26:48,Main Block,Ground,Lab 101,Computers,2.291,2.291
2026-09-07 14:26:48,Main Block,Ground,Lab 101,Lights,0.328,0.328
2026-09-07 14:26:48,Main Block,Ground,Lab 101,Fans,0.191,0.191
2026-09-07 14:26:48,Main Block,Ground,Lab 101,Server Units,4.315,4.315
2026-09-07 14:26:48,Main Block,First,Computer Lab 201,AC,4.672,4.672
2026-09-07 14:26:48,Main Block,First,Computer Lab 201,Computers,1.855,1.855
2026-09-07 14:26:48,Main Block,First,Computer Lab 201,Lights,0.337,0.337
2026-09-07 14:26:48,Main Block,First,Computer Lab 201,Fans,0.188,0.188
2026-09-07 14:26:48,Main Block,First,Computer Lab 201,Server Units,4.17,4.17
2026-09-07 14:26:48,Research Wing,Ground,AI Research Lab,AC,4.444,4.444
2026-09-07 14:26:48,Research Wing,Ground,AI Research Lab,Computers,2.172,2.172
2026-09-07 14:26:48,Research Wing,Ground,AI Research Lab,Lights,0.302,0.302
2026-09-07 14:26:48,Research Wing,Ground,AI Research Lab,Fans,0.19,0.19
2026-09-07 14:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.516,4.516
2026-09-07 14:26:48,Research Wing,Ground,Server Room,AC,5.094,5.094
2026-09-07 14:26:48,Research Wing,Ground,Server Room,Computers,2.038,2.038
2026-09-07 14:26:48,Research Wing,Ground,Server Room,Lights,0.281,0.281
2026-09-07 14:26:48,Research Wing,Ground,Server Room,Fans,0.186,0.186
2026-09-07 14:26:48,Research Wing,Ground,Server Room,Server Units,4.246,4.246
2026-09-07 15:26:48,Main Block,Ground,Lab 101,AC,4.647,4.647
2026-09-07 15:26:48,Main Block,Ground,Lab 101,Computers,1.865,1.865
2026-09-07 15:26:48,Main Block,Ground,Lab 101,Lights,0.31,0.31
2026-09-07 15:26:48,Main Block,Ground,Lab 101,Fans,0.168,0.168
2026-09-07 15:26:48,Main Block,Ground,Lab 101,Server Units,4.178,4.178
2026-09-07 15:26:48,Main Block,First,Computer Lab 201,AC,4.832,4.832
2026-09-07 15:26:48,Main Block,First,Computer Lab 201,Computers,6.715,6.715
2026-09-07 15:26:48,Main Block,First,Computer Lab 201,Lights,0.329,0.329
2026-09-07 15:26:48,Main Block,First,Computer Lab 201,Fans,0.182,0.182
2026-09-07 15:26:48,Main Block,First,Computer Lab 201,Server Units,4.659,4.659
2026-09-07 15:26:48,Research Wing,Ground,AI Research Lab,AC,4.998,4.998
2026-09-07 15:26:48,Research Wing,Ground,AI Research Lab,Computers,2.285,2.285
2026-09-07 15:26:48,Research Wing,Ground,AI Research Lab,Lights,0.329,0.329
2026-09-07 15:26:48,Research Wing,Ground,AI Research Lab,Fans,0.19,0.19
2026-09-07 15:26:48,Research Wing,Ground,AI Research Lab,Server Units,3.988,3.988
2026-09-07 15:26:48,Research Wing,Ground,Server Room,AC,4.937,4.937
2026-09-07 15:26:48,Research Wing,Ground,Server Room,Computers,2.156,2.156
2026-09-07 15:26:48,Research Wing,Ground,Server Room,Lights,0.329,0.329
2026-09-07 15:26:48,Research Wing,Ground,Server Room,Fans,0.175,0.175
2026-09-07 15:26:48,Research Wing,Ground,Server Room,Server Units,4.409,4.409
2026-09-07 16:26:48,Main Block,Ground,Lab 101,AC,4.974,4.974
2026-09-07 16:26:48,Main Block,Ground,Lab 101,Computers,1.717,1.717
2026-09-07 16:26:48,Main Block,Ground,Lab 101,Lights,0.33,0.33
2026-09-07 16:26:48,Main Block,Ground,Lab 101,Fans,0.18,0.18
2026-09-07 16:26:48,Main Block,Ground,Lab 101,Server Units,4.952,4.952
2026-09-07 16:26:48,Main Block,First,Computer Lab 201,AC,4.195,4.195
2026-09-07 16:26:48,Main Block,First,Computer Lab 201,Computers,2.003,2.003
2026-09-07 16:26:48,Main Block,First,Computer Lab 201,Lights,0.266,0.266
2026-09-07 16:26:48,Main Block,First,Computer Lab 201,Fans,0.188,0.188
2026-09-07 16:26:48,Main Block,First,Computer Lab 201,Server Units,3.974,3.974
2026-09-07 16:26:48,Research Wing,Ground,AI Research Lab,AC,4.617,4.617
2026-09-07 16:26:48,Research Wing,Ground,AI Research Lab,Computers,1.798,1.798
2026-09-07 16:26:48,Research Wing,Ground,AI Research Lab,Lights,0.322,0.322
2026-09-07 16:26:48,Research Wing,Ground,AI Research Lab,Fans,0.182,0.182
2026-09-07 16:26:48,Research Wing,Ground,AI Research Lab,Server Units,3.955,3.955
2026-09-07 16:26:48,Research Wing,Ground,Server Room,AC,5.128,5.128
2026-09-07 16:26:48,Research Wing,Ground,Server Room,Computers,2.088,2.088
2026-09-07 16:26:48,Research Wing,Ground,Server Room,Lights,0.279,0.279
2026-09-07 16:26:48,Research Wing,Ground,Server Room,Fans,0.167,0.167
2026-09-07 16:26:48,Research Wing,Ground,Server Room,Server Units,14.26,14.26
2026-09-07 17:26:48,Main Block,Ground,Lab 101,AC,5.056,5.056
2026-09-07 17:26:48,Main Block,Ground,Lab 101,Computers,6.182,6.182
2026-09-07 17:26:48,Main Block,Ground,Lab 101,Lights,0.278,0.278
2026-09-07 17:26:48,Main Block,Ground,Lab 101,Fans,0.184,0.184
2026-09-07 17:26:48,Main Block,Ground,Lab 101,Server Units,4.588,4.588
2026-09-07 17:26:48,Main Block,First,Computer Lab 201,AC,4.333,4.333
2026-09-07 17:26:48,Main Block,First,Computer Lab 201,Computers,1.851,1.851
2026-09-07 17:26:48,Main Block,First,Computer Lab 201,Lights,0.316,0.316
2026-09-07 17:26:48,Main Block,First,Computer Lab 201,Fans,0.189,0.189
2026-09-07 17:26:48,Main Block,First,Computer Lab 201,Server Units,4.415,4.415
2026-09-07 17:26:48,Research Wing,Ground,AI Research Lab,AC,4.963,4.963
2026-09-07 17:26:48,Research Wing,Ground,AI Research Lab,Computers,2.088,2.088
2026-09-07 17:26:48,Research Wing,Ground,AI Research Lab,Lights,0.282,0.282
2026-09-07 17:26:48,Research Wing,Ground,AI Research Lab,Fans,0.169,0.169
2026-09-07 17:26:48,Research Wing,Ground,AI Research Lab,Server Units,4.586,4.586
2026-09-07 17:26:48,Research Wing,Ground,Server Room,AC,4.178,4.178
2026-09-07 17:26:48,Research Wing,Ground,Server Room,Computers,2.235,2.235
2026-09-07 17:26:48,Research Wing,Ground,Server Room,Lights,0.268,0.268
2026-09-07 17:26:48,Research Wing,Ground,Server Room,Fans,0.218,0.218
2026-09-07 17:26:48,Research Wing,Ground,Server Room,Server Units,4.799,4.799
2026-09-07 18:26:48,Main Block,Ground,Lab 101,AC,4.717,4.717
2026-09-07 18:26:48,Main Block,Ground,Lab 101,Computers,2.133,2.133
2026-09-07 18:26:48,Main Block,Ground,Lab 101,Lights,0.345,0.345
2026-09-07 18:26:48,Main Block,Ground,Lab 101,Fans,0.19,0.19
2026-09-07 18:26:48,Main Block,Ground,Lab 101,Server Units,3.787,3.787
2026-09-07 18:26:48,Main Block,First,Computer Lab 201,AC,4.597,4.597
2026-09-07 18:26:48,Main Block,First,Computer Lab 201,Computers,2.136,2.136
2026-09-07 18:26:48,Main Block,First,Computer Lab 201,Lights,0.303,0.303
2026-09-07 18:26:48,Main Block,First,Computer Lab 201,Fans,0.219,0.219
2026-09-07 18:26:48,Main Block,First,Computer Lab 201,Server Units,4.41,4.41
2026-09-07 18:26:48,Research Wing,Ground,AI Research Lab,AC,4.96,4.96
